"GEOID","county","state","Grains..oilseeds..dry.beans..and.dry.peas","Tobacco","Cotton.and.cottonseed","Vegetables..melons..potatoes..and.sweet.potatoes","Fruits..tree.nuts..and.berries","Nursery..greenhouse..floriculture..and.sod","Cut.Christmas.trees.and.short.rotation.woody.crops","Other.crops.and.hay","Poultry.and.eggs","Cattle.and.calves","Milk.from.cows","Hogs.and.pigs","Sheep..goats..wool..mohair..and.milk","Horses..ponies..mules..burros..and.donkeys","Aquaculture","Other.animals.and.other.animal.products","Other","farmentropy","Number.of.Farms","Land.in.Farms","Average.Size.of.Farm","Market.Value.of.Products.Sold","Average.Per.Farm","Government.Payments","Average.Per.Farm.Receiving.Payments","Number.of.Farms.07","Land.in.Farms.07","Average.Size.of.Farm.07","Market.Value.of.Products.Sold.07","Average.Per.Farm.07","Government.Payments.07","Average.Per.Farm.Receiving.Payments.07","spendingperacre","spendingperfarm","changenumfarms","changelandfarms","dominantcomm"
"27153","Todd","Minnesota",84072,NA,NA,4023,NA,590,NA,5837,53153,31081,54688,3019,482,NA,NA,3339,727,1.61869081331414,1931,393890,204,241011000,124811,4869000,4030,1910,378734,198,148608000,77805,4042000,3343,1.09206481937764,3.60530504614111,21,15156,1
"27155","Traverse","Minnesota",235290,NA,NA,NA,NA,NA,NA,NA,NA,6212,NA,5907,5,8,NA,NA,17117,0.454879391169943,458,348429,761,264539000,577597,7019000,16712,479,327627,684,111260000,232276,5492000,12287,1.30416094792551,4.22302842697225,-21,20802,1
"27157","Wabasha","Minnesota",100932,NA,NA,6982,457,NA,NA,6204,NA,27396,81942,5077,151,66,NA,NA,1989,1.32918094004366,909,245705,270,231196000,254341,5237000,7748,976,262263,269,144212000,147758,4647000,6197,1.32866857960978,3.88918961204707,-67,-16558,1
"27159","Wadena","Minnesota",20780,NA,NA,11270,NA,410,NA,3337,979,8199,10459,1461,86,221,NA,252,31,1.69723927604306,643,148887,232,57485000,89402,1954000,4923,657,151212,230,39945000,60798,1420000,3613,1.11806778019834,3.69222983577276,-14,-2325,1
"27161","Waseca","Minnesota",173351,NA,NA,5747,25,NA,NA,NA,7666,14651,8040,93410,289,NA,NA,NA,727,1.11479830519853,805,231713,288,303906000,377523,5979000,8897,848,254531,300,201810000,237983,5602000,8003,1.41167815333805,3.94924359056827,-43,-22818,1
"27163","Washington","Minnesota",31326,NA,NA,2731,2308,40601,160,1162,524,2173,3421,29,669,903,NA,433,0,1.36408804083565,602,80901,134,86439000,143586,1090000,5475,729,81237,111,69880000,95857,856000,4577,1.12947260807374,3.73838412351216,-127,-336,6
"27165","Watonwan","Minnesota",178305,NA,NA,2288,NA,NA,NA,NA,NA,11539,921,85217,101,15,NA,NA,2660,0.886994037906573,503,237096,471,281046000,558739,5266000,12077,604,269094,446,184711000,305812,5534000,10542,1.34655662762687,4.08195906630048,-101,-31998,1
"27167","Wilkin","Minnesota",221739,NA,NA,NA,NA,NA,NA,NA,NA,803,2320,NA,NA,21,NA,NA,79066,0.633904052441751,391,444320,1136,303949000,777364,7125000,21018,428,424976,993,130501000,304910,5541000,14659,1.20508900627437,4.32259138770134,-37,19344,1
"27169","Winona","Minnesota",96708,NA,NA,2004,NA,NA,8,5432,NA,31584,119288,12461,NA,128,NA,164,14250,1.38415188774768,1115,277329,249,282027000,252939,5695000,7645,1203,305560,254,187196000,155608,5219000,6333,1.31249844274835,3.88337748974834,-88,-28231,11
"27171","Wright","Minnesota",129222,NA,NA,NA,NA,NA,NA,2803,19625,20674,35110,1301,NA,1094,NA,1079,16616,1.36481471956452,1463,288140,197,227524000,155519,4703000,5455,1531,265376,173,140058000,91481,3714000,4303,1.21277142690984,3.73679475492436,-68,22764,1
"27173","Yellow Medicine","Minnesota",232638,NA,NA,99,NA,NA,NA,5054,8055,24804,5711,45947,430,50,NA,9,0,0.952243357478768,885,395027,446,322796000,364741,9119000,11782,986,409223,415,209046000,212014,7587000,8802,1.36332043514465,4.07121901839997,-101,-14196,1
"28001","Adams","Mississippi",6860,NA,NA,NA,NA,283,NA,326,4,1001,NA,1,NA,NA,5,NA,1391,0.983523028496097,189,65994,349,9871000,52226,1107000,15379,245,69928,285,4921000,20087,586000,9445,1.2246431684481,4.18692809693477,-56,-3934,1
"28003","Alcorn","Mississippi",15138,NA,NA,41,87,NA,NA,537,NA,2577,NA,26,NA,219,NA,4,2309,0.922074712148703,505,93578,185,20938000,41461,795000,3104,540,93903,174,8213000,15209,1165000,3923,0.929193369679404,3.49192171258615,-35,-325,1
"28005","Amite","Mississippi",2452,NA,NA,NA,342,NA,NA,955,55395,NA,1780,2,39,151,NA,NA,7299,0.728093324530789,590,121150,205,68415000,115957,1025000,4006,599,109969,184,63227000,105555,547000,3181,0.927400446918248,3.60271094495756,-9,11181,9
"28007","Attala","Mississippi",3527,NA,4705,36,57,1917,NA,2434,NA,1628,NA,NA,6,84,NA,NA,8719,1.65650098388077,456,125442,275,23113000,50686,1359000,5735,559,137245,246,17280000,30912,1694000,6590,1.03477648710929,3.75853342223729,-103,-11803,17
"28009","Benton","Mississippi",10177,NA,NA,99,NA,NA,NA,278,4,3740,NA,NA,210,5,NA,NA,25,0.785722967217733,312,82470,264,14538000,46596,740000,4203,336,86156,256,7313000,21766,958000,5349,0.952935725167845,3.62355939000544,-24,-3686,1
"28011","Bolivar","Mississippi",261619,NA,14344,NA,375,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,402,0.232482351193339,419,390358,932,277010000,661121,12645000,35520,430,428216,996,182863000,425263,14569000,43752,1.5104557494539,4.55047295710656,-11,-37858,1
"28013","Calhoun","Mississippi",16648,NA,NA,42469,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,19388,1.00855146080977,621,175418,282,78523000,126446,3146000,6900,708,202217,286,50730000,71653,4547000,9131,1.25368456312506,3.83884909073726,-87,-26799,4
"28015","Carroll","Mississippi",20141,NA,8481,169,NA,NA,NA,2930,9,4711,NA,NA,10,24,NA,NA,53,1.17728692278683,503,168967,336,36528000,72621,2451000,10566,581,190140,327,19868000,34197,3603000,12777,1.16154141798359,4.02391060635092,-78,-21173,1
"28017","Chickasaw","Mississippi",18684,NA,917,9530,NA,NA,NA,966,3126,9707,NA,13505,NA,170,4198,NA,88,1.77114334756951,575,165942,289,60891000,105897,2924000,7819,657,178338,271,36660000,55798,2868000,7567,1.24602104820648,3.89315121312987,-82,-12396,1
"28019","Choctaw","Mississippi",NA,NA,NA,183,NA,522,NA,NA,33,1196,NA,8818,56,36,NA,NA,572,0.85427599690663,254,63435,250,11416000,44946,444000,3555,293,72110,246,13857000,47295,536000,3751,0.845054025912038,3.55083960506578,-39,-8675,12
"28021","Claiborne","Mississippi",5928,NA,NA,78,16,NA,NA,NA,2,2532,NA,NA,8,NA,NA,NA,2856,1.07081407799193,249,83092,334,11420000,45865,1125000,8214,261,93932,360,9664000,37026,1405000,12009,1.13159331001229,3.91455469851763,-12,-10840,1
"28023","Clarke","Mississippi",NA,NA,NA,NA,655,NA,NA,750,30075,1813,NA,NA,22,56,NA,NA,109,0.450466372602066,329,56372,171,33480000,101763,160000,2757,373,64731,174,20897000,56025,169000,2349,0.453056539399415,3.44043676610577,-44,-8359,9
"28025","Clay","Mississippi",5119,NA,NA,38,NA,22,NA,NA,37,NA,NA,NA,8,128,1368,1,85534,0.311426542969406,420,130092,310,92255000,219654,1554000,7618,505,142293,282,80644000,159691,1811000,7576,1.07720042399617,3.88184096832493,-85,-12201,17
"28027","Coahoma","Mississippi",120974,NA,44425,NA,NA,NA,NA,6374,NA,64,NA,NA,NA,NA,6925,NA,817,0.883065290377117,273,260961,956,179579000,657798,10498000,44483,261,302740,1160,128846000,493664,12949000,61955,1.60453096052052,4.64819406903062,12,-41779,1
"28029","Copiah","Mississippi",258,NA,NA,573,NA,NA,11,1027,51470,3117,NA,1,13,NA,NA,2,4924,0.640413942984849,506,115928,229,61396000,121335,527000,3175,642,131487,205,55596000,86599,792000,5825,0.657622271769678,3.50174372962799,-136,-15559,9
"28031","Covington","Mississippi",2455,NA,NA,539,529,NA,NA,2087,148050,49154,NA,NA,NA,78,NA,13,624,0.72746613007774,493,105869,215,203529000,412838,617000,4745,623,116388,187,163056000,261727,599000,3545,0.765516353121675,3.67623621676331,-130,-10519,9
"28033","DeSoto","Mississippi",35172,NA,NA,220,84,NA,28,NA,NA,1309,NA,NA,56,NA,NA,NA,13093,0.739910434632712,433,118686,274,49962000,115385,1866000,16965,490,141639,289,30314000,61866,2659000,24848,1.1965121460779,4.22955386398114,-57,-22953,1
"28035","Forrest","Mississippi",NA,NA,NA,NA,619,654,NA,2078,13959,1647,NA,7,36,121,NA,NA,1728,1.16192198015814,359,42759,119,20849000,58074,598000,6874,391,45532,116,23179000,59281,999000,9513,1.14567364412988,3.83720952780121,-32,-2773,9
"28037","Franklin","Mississippi",2000,NA,NA,NA,NA,NA,NA,248,5911,2174,NA,1,2,NA,NA,NA,185,1.12725315230079,189,50203,266,10521000,55668,254000,3384,196,46995,240,5909000,30145,303000,5709,0.704104046396901,3.52943035436699,-7,3208,9
"28039","George","Mississippi",839,NA,2439,809,NA,9048,NA,5757,32,3215,NA,21,53,115,NA,NA,374,1.59603923811126,573,60942,106,22702000,39619,421000,4435,604,68181,113,17424000,28847,1739000,15118,0.839365393000032,3.64689362416774,-31,-7239,6
"28041","Greene","Mississippi",434,NA,1206,3208,569,NA,NA,4557,20648,1573,NA,NA,70,219,105,181,70,1.29403699203251,395,68853,174,32840000,83139,3e+05,5767,398,51086,128,34037000,85520,395000,10132,0.639198387032148,3.7609499514109,-3,17767,9
"28043","Grenada","Mississippi",2342,NA,2942,NA,NA,NA,NA,1079,NA,4579,NA,NA,NA,110,NA,21,548,1.45779633082297,316,88380,280,11621000,36776,1414000,7036,356,111646,314,8235000,23132,1304000,6067,1.20409541223461,3.84732583078542,-40,-23266,10
"28045","Hancock","Mississippi",NA,NA,NA,166,75,NA,NA,164,60,1347,NA,4,55,NA,NA,58,796,1.40055542046257,248,25272,102,2725000,10988,175000,5014,286,42256,148,2972000,10391,343000,6992,0.840398435789202,3.7001843296222,-38,-16984,10
"28047","Harrison","Mississippi",3,NA,NA,159,428,781,36,174,158,1156,NA,2,48,212,NA,NA,291,1.89331045527736,331,24167,73,3448000,10417,63000,2718,367,21458,58,3084000,8403,59000,2342,0.416117807374846,3.43424945239648,-36,2709,10
"28049","Hinds","Mississippi",14296,NA,4493,NA,566,NA,NA,4057,NA,NA,NA,7,69,789,NA,155,48969,1.02636712953724,1047,251022,240,73401000,70106,3055000,7089,1071,260096,243,65829000,61465,3872000,10004,1.08529942911385,3.85058497635203,-24,-9074,17
"28051","Holmes","Mississippi",58635,NA,21036,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,20,NA,NA,13746,0.912287486323945,531,237609,447,93441000,175972,5781000,16285,556,228043,410,47619000,85646,7664000,22811,1.38614008282896,4.21178776290089,-25,9566,1
"28053","Humphreys","Mississippi",89001,NA,25478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16904,NA,1309,0.892789338777491,262,193760,740,132692000,506457,5952000,27055,213,194776,914,101063000,474475,7082000,45692,1.48739879673885,4.4322475382686,49,-1016,1
"28055","Issaquena","Mississippi",46748,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,6567,0.374129306524413,97,124391,1282,53320000,549689,2396000,27855,104,121165,1165,30326000,291593,3634000,50478,1.28469785451789,4.44490316279546,-7,3226,1
"28057","Itawamba","Mississippi",9635,NA,NA,344,NA,NA,NA,1247,1614,NA,NA,NA,2,NA,NA,1,4710,1.16821195978499,443,94875,214,17553000,39623,786000,3638,491,93332,190,21876000,44553,967000,3776,0.918270757135871,3.56086269472746,-48,1543,1
"28059","Jackson","Mississippi",281,NA,NA,158,371,1213,NA,7787,20,1384,NA,2,35,301,11,69,2750,1.44022447028504,409,37589,92,14382000,35164,277000,7708,454,41445,91,7978000,17572,273000,6213,0.867418996962201,3.88694170598342,-45,-3856,8
"28061","Jasper","Mississippi",55,NA,NA,53,516,NA,86,852,91762,3736,NA,3,26,60,NA,23,1,0.272458767554613,445,97178,218,97173000,218366,545000,4540,528,90723,172,99244000,187962,627000,3941,0.748828545581162,3.6570558528571,-83,6455,9
"28063","Jefferson","Mississippi",10039,NA,2778,1092,NA,NA,NA,800,14845,2024,NA,NA,11,18,NA,NA,105,1.34311031755073,277,85736,310,31712000,114483,815000,7839,356,100477,282,26144000,73438,1609000,15175,0.977994391035515,3.89426066444699,-79,-14741,9
"28065","Jefferson Davis","Mississippi",NA,NA,NA,186,677,NA,NA,655,31709,2451,NA,NA,33,52,NA,NA,239,0.518739587069234,337,58997,175,36002000,106830,460000,3741,437,67943,155,37134000,84975,582000,3829,0.891927903371142,3.5729877081982,-100,-8946,9
"28067","Jones","Mississippi",707,NA,NA,NA,716,1097,NA,1554,201268,NA,2306,42,21,179,NA,135,8951,0.362141174587436,927,125971,136,216976000,234062,1212000,6059,1027,109837,107,180987000,176229,683000,3220,0.983232042883889,3.78240095249653,-100,16134,9
"28069","Kemper","Mississippi",NA,NA,NA,NA,55,NA,NA,NA,NA,2885,NA,NA,5,37,NA,NA,17475,0.440199795338751,378,123797,328,20457000,54120,619000,5731,455,136134,299,21971000,48287,597000,3877,0.698980528562449,3.75823040845775,-77,-12337,17
"28071","Lafayette","Mississippi",2398,NA,2027,524,47,296,6,1256,10,2312,NA,NA,11,47,NA,3,0,1.67287026779059,449,108842,242,8937000,19904,1120000,4956,487,114378,235,8110000,16653,1390000,5767,1.01242150921531,3.69513129770403,-38,-5536,1
"28073","Lamar","Mississippi",409,NA,NA,291,1256,613,239,638,17839,3064,NA,2,21,210,NA,NA,448,1.11526219035532,424,64111,151,25030000,59034,565000,5329,500,73065,146,21812000,43624,1080000,9395,0.945115896780429,3.72664572024091,-76,-8954,9
"28075","Lauderdale","Mississippi",45,NA,NA,172,254,1637,NA,596,NA,1753,NA,NA,41,NA,NA,NA,893,1.5994093046807,373,69033,185,5391000,14453,252000,3939,409,83588,204,5009000,12247,327000,4546,0.562343793640735,3.59538598080914,-36,-14555,10
"28077","Lawrence","Mississippi",NA,NA,NA,NA,20,349,9,965,69440,3820,NA,NA,15,NA,NA,NA,4770,0.514261233463875,397,72709,183,79388000,199969,804000,5701,460,79946,174,70295000,152816,720000,5071,1.04366787711337,3.75595104100413,-63,-7237,9
"28079","Leake","Mississippi",741,NA,NA,NA,9,NA,NA,1485,275215,5303,NA,NA,7,78,NA,6,434,0.158612557272728,637,106124,167,283278000,444706,711000,3233,735,127443,173,225042000,306180,1031000,3980,0.826055989788976,3.50960570461156,-98,-21319,9
"28081","Lee","Mississippi",31482,NA,5306,NA,78,1825,NA,NA,NA,2337,NA,NA,37,NA,NA,51,3911,1.02244176331498,525,133025,253,45027000,85765,880000,4271,590,146441,248,25800000,43729,1720000,6744,0.820549404553409,3.63052957142682,-65,-13416,1
"28083","Leflore","Mississippi",165135,NA,21497,10,NA,NA,NA,2587,NA,NA,NA,NA,NA,NA,52502,NA,127,0.860181669297101,300,293155,977,241858000,806193,7438000,30483,296,314989,1064,162062000,547508,13073000,57087,1.40435886818885,4.48405770608395,4,-21834,1
"28085","Lincoln","Mississippi",789,NA,NA,NA,NA,842,NA,1084,54203,NA,3366,NA,14,NA,NA,15,9543,0.78698016844322,595,108599,183,69856000,117404,615000,4020,725,124561,172,54729000,75489,647000,4794,0.753049289569379,3.60422605308447,-130,-15962,9
"28087","Lowndes","Mississippi",18866,NA,4721,402,155,276,23,2343,NA,5027,NA,NA,7,188,3064,NA,7994,1.63907412067841,413,119424,289,43066000,104277,1478000,7502,497,130254,262,23726000,47738,2245000,10346,1.09258282066444,3.8751770598147,-84,-10830,1
"28089","Madison","Mississippi",19840,NA,5843,NA,NA,756,NA,841,27,NA,NA,NA,6,90,NA,NA,5888,1.12244496167922,685,203066,296,33291000,48599,3611000,11573,747,222627,298,19606000,26246,4512000,13077,1.24999027427104,4.06344595312303,-62,-19561,1
"28091","Marion","Mississippi",429,NA,NA,118,NA,NA,43,1328,84313,6566,3369,4,25,500,2,475,135,0.581585013161859,552,81706,148,97307000,176282,1259000,6022,611,92085,151,74064000,121218,1003000,5509,1.18777178041494,3.77974075117674,-59,-10379,9
"28093","Marshall","Mississippi",20573,NA,822,1616,104,2772,NA,1632,38,4271,785,NA,25,58,NA,NA,10,1.29223768419109,573,203319,355,32706000,57078,1667000,6152,577,193056,335,14863000,25759,2496000,8978,0.91375763481716,3.78901632679337,-4,10263,1
"28095","Monroe","Mississippi",36007,NA,2138,1223,NA,NA,108,5623,NA,4983,NA,2,28,111,2641,3,2360,1.24831948798189,726,228025,314,55227000,76070,2655000,6671,730,198598,272,26902000,36852,3229000,7510,1.06608206101861,3.82419094065258,-4,29427,1
"28097","Montgomery","Mississippi",4115,NA,6222,97,NA,NA,NA,482,NA,2228,NA,6887,NA,26,NA,NA,70,1.44143366241462,345,97262,282,20127000,58339,1257000,6982,363,97358,268,10086000,27784,1460000,6728,1.11139208195788,3.84397984447816,-18,-96,12
"28099","Neshoba","Mississippi",NA,NA,NA,145,21,417,NA,1667,237943,NA,202,3,12,271,NA,30,5764,0.186634512774024,677,101370,150,246475000,364070,249000,2264,728,120608,166,227042000,311871,349000,2663,0.390289900601178,3.35487642251623,-51,-19238,9
"28101","Newton","Mississippi",2533,NA,NA,65,NA,106,NA,1526,89552,5740,2760,1,25,58,NA,1,53,0.552639548662523,562,109054,194,102420000,182241,659000,5316,652,120347,185,120923000,185464,592000,3797,0.781243814866653,3.72558497227069,-90,-11293,9
"28103","Noxubee","Mississippi",54477,NA,11918,141,NA,272,NA,828,24957,8325,1417,4592,59,78,33041,56,92,1.61529862137731,565,213181,377,140253000,248235,2547000,7558,606,221636,366,66229000,109289,4209000,11691,1.07728044987579,3.878406887581,-41,-8455,1
"28105","Oktibbeha","Mississippi",690,NA,NA,89,65,NA,NA,769,NA,4620,NA,NA,35,158,NA,9,8710,1.09200420542257,402,104674,260,15145000,37673,912000,6001,451,101364,225,13145000,29147,995000,5593,0.94015601776497,3.7782236267661,-49,3310,17
"28107","Panola","Mississippi",51569,NA,10025,225,NA,NA,NA,3836,20,5965,NA,NA,18,50,NA,12,136,0.916687932576991,745,272752,366,71856000,96451,5745000,12461,767,269806,352,42673000,55636,6450000,13724,1.32352208921478,4.0955528960194,-22,2946,1
"28109","Pearl River","Mississippi",34,NA,NA,281,2403,4483,11,841,133,NA,807,4,NA,542,NA,30,8036,1.50427972479474,813,118315,146,17605000,21654,735000,6127,878,135676,155,20791000,23679,2159000,12773,0.793247531022101,3.78724788033195,-65,-17361,17
"28111","Perry","Mississippi",NA,NA,NA,NA,1684,67,NA,1775,14368,2223,NA,NA,51,20,NA,NA,1649,1.14302598688258,310,43505,140,21837000,70442,513000,6933,347,41116,118,16784000,48368,663000,7705,1.0715781921199,3.84092120019877,-37,2389,9
"28113","Pike","Mississippi",151,NA,NA,NA,502,263,NA,619,65275,4478,2714,32,26,144,NA,8,139,0.541461810805529,531,72043,136,74351000,140021,984000,4823,593,73422,124,73711000,124302,494000,4153,1.13540330910453,3.68331726192188,-62,-1379,9
"28115","Pontotoc","Mississippi",14451,NA,NA,1283,93,NA,NA,1674,29,4500,870,NA,88,232,NA,NA,1447,1.33726784969383,889,152600,172,24667000,27747,2249000,3939,919,145796,159,17569000,19117,2506000,4435,1.16843492181677,3.59538598080914,-30,6804,1
"28117","Prentiss","Mississippi",10640,NA,1530,NA,NA,NA,NA,562,NA,2089,323,NA,68,18,NA,NA,311,1.06778966276977,504,93218,185,15541000,30835,966000,2759,576,101430,176,8054000,13983,1724000,4331,1.01547734554347,3.44075170047919,-72,-8212,1
"28119","Quitman","Mississippi",62037,NA,22028,88,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,0.641781155343807,347,208672,601,85060000,245131,8654000,27299,349,220363,631,52227000,149647,7979000,24857,1.61775271233534,4.43614673852661,-2,-11691,1
"28121","Rankin","Mississippi",4187,NA,1312,117,101,1656,42,1728,91880,NA,NA,16,28,NA,1,NA,10145,0.699404516128123,670,125795,188,111213000,165989,829000,6050,782,140273,179,123213000,157561,1575000,9378,0.818891151090975,3.78175537465247,-112,-14478,9
"28123","Scott","Mississippi",1977,NA,NA,223,246,NA,NA,2169,255369,NA,2650,NA,11,NA,NA,21,8175,0.294316184462318,716,115121,161,270841000,378269,476000,3281,803,126716,158,231571000,288383,842000,4551,0.616452399271134,3.51600623038605,-87,-11595,9
"28125","Sharkey","Mississippi",93570,NA,8985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5601,0.485339035143682,128,155419,1214,108156000,844969,3767000,33334,114,179711,1576,73819000,647533,7449000,79245,1.38449150991626,4.52288743108312,14,-24292,1
"28127","Simpson","Mississippi",3647,NA,NA,NA,70,NA,NA,1574,186901,NA,322,NA,27,214,NA,13,9677,0.351280525676818,606,109529,181,202445000,334068,396000,3920,727,117617,162,185931000,255752,518000,3217,0.558166063347554,3.59328606702046,-121,-8088,9
"28129","Smith","Mississippi",3591,NA,NA,1285,46,NA,NA,1772,238002,5317,NA,16,57,67,NA,NA,910,0.281655924172435,637,108342,170,251063000,394134,427000,5692,757,109754,145,238666000,315279,415000,2802,0.595631026596928,3.75526489141225,-120,-1412,9
"28131","Stone","Mississippi",114,NA,NA,129,195,NA,NA,257,4,NA,NA,NA,NA,55,NA,7,9919,0.368126721721602,271,45670,169,10680000,39410,298000,6080,323,51846,161,7940000,24581,567000,10309,0.814585252469255,3.78390357927274,-52,-6176,17
"28133","Sunflower","Mississippi",233249,NA,9735,NA,NA,NA,NA,100,9,25,NA,14,NA,30,29083,NA,1554,0.528292373223413,350,372666,1065,273799000,782282,10155000,34076,370,377591,1021,190158000,513941,13815000,49517,1.43536015582398,4.53244860957228,-20,-4925,1
"28135","Tallahatchie","Mississippi",153093,NA,8638,90,410,76,NA,1360,2,1276,NA,NA,NA,NA,NA,NA,74,0.327284724390965,509,340711,669,165019000,324202,9164000,23438,488,315697,647,81490000,166987,8424000,22891,1.42969892534049,4.36992054992192,21,25014,1
"28137","Tate","Mississippi",19682,NA,5163,NA,61,NA,NA,2354,37,NA,NA,NA,58,187,NA,8,16846,1.18250623008929,569,153073,269,44396000,78024,2745000,11024,622,156922,252,30256000,48644,3289000,12505,1.25364375498595,4.04233920456355,-53,-3849,1
"28139","Tippah","Mississippi",9318,NA,NA,177,19,NA,NA,714,77,NA,NA,NA,39,468,NA,5,11268,0.977628803812832,691,123852,179,22085000,31961,932000,2353,691,137434,199,16807000,24322,1720000,3945,0.876512888255293,3.37162192717602,0,-13582,17
"28141","Tishomingo","Mississippi",3804,NA,610,156,28,33,NA,574,NA,757,NA,2,16,30,NA,5,60,1.2494763669016,287,49555,173,6075000,21166,420000,2801,349,56764,163,4851000,13899,602000,3011,0.928161809924594,3.44731310882357,-62,-7209,1
"28143","Tunica","Mississippi",99458,NA,20416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,11,10163,0.696385859016633,108,211593,1959,130056000,1204226,7006000,72224,103,201033,1952,79428000,771143,6410000,74533,1.51996883687589,4.85868153739767,5,10560,1
"28145","Union","Mississippi",11019,NA,NA,NA,14,88,NA,948,NA,NA,NA,NA,10,106,5,10,4852,0.87615288122222,688,121050,176,17052000,24785,1531000,3847,751,135101,180,13543000,18033,2016000,4412,1.10201039692051,3.58512218630682,-63,-14051,1
"28147","Walthall","Mississippi",1761,NA,NA,123,244,383,45,2044,60319,7538,7115,2,13,238,NA,13,0,0.906016206949354,684,118130,173,79838000,116722,1773000,4831,768,128184,167,76440000,99531,1301000,4251,1.17634853163743,3.68403703748652,-84,-10054,9
"28149","Warren","Mississippi",26827,NA,2236,10,69,12,NA,1138,NA,302,NA,NA,29,10,NA,NA,3,0.504692653187675,238,124732,524,30636000,128722,1648000,12678,278,111913,403,14532000,52274,2460000,17449,1.12097932131979,4.10305074743596,-40,12819,1
"28151","Washington","Mississippi",251739,NA,7928,NA,NA,403,NA,NA,NA,122,NA,NA,NA,35,9600,NA,1610,0.33596760112499,284,342434,1206,271437000,955762,9036000,41262,346,333499,964,158826000,459035,14660000,63188,1.42139934334804,4.61555027472567,-62,8935,1
"28153","Wayne","Mississippi",243,NA,NA,NA,3738,NA,NA,876,183185,3866,NA,NA,15,28,NA,6,2090,0.292355535307819,508,93436,184,194047000,381982,2e+05,2858,521,86276,166,157013000,301369,146000,2149,0.330515757666969,3.45606222445495,-13,7160,9
"28155","Webster","Mississippi",3931,NA,6467,2879,27,NA,NA,844,NA,918,NA,5225,28,NA,NA,NA,18,1.60391589825961,362,80561,223,20337000,56179,1899000,7659,392,83852,214,14939000,38111,1787000,7034,1.3724001162805,3.88417206952391,-30,-3291,3
"28157","Wilkinson","Mississippi",NA,NA,NA,NA,551,20,NA,NA,15,4112,NA,NA,NA,23,NA,NA,2443,0.93057829524104,198,103136,521,7164000,36182,829000,8047,207,113243,547,5353000,25858,357000,5579,0.905144246718033,3.90563400132695,-9,-10107,10
"28159","Winston","Mississippi",1850,NA,NA,319,8,32,82,1072,55794,2582,NA,12732,12,131,NA,21,66,0.844461056739857,506,97777,193,74701000,147631,455000,2861,536,95495,178,40299000,75185,596000,2826,0.667774688575206,3.45651785780526,-30,2282,9
"28161","Yalobusha","Mississippi",5385,NA,6667,1493,17,253,NA,2031,8,2274,NA,11,11,NA,NA,NA,188,1.55925030474349,364,94543,260,18338000,50379,1492000,7245,377,99282,263,8890000,23580,1396000,6587,1.19813944409535,3.86003838980719,-13,-4739,3
"28163","Yazoo","Mississippi",108331,NA,28669,61,NA,NA,NA,2748,1,4046,NA,NA,65,108,NA,NA,7244,0.881260638455148,672,350916,522,151273000,225109,9095000,18117,668,355528,532,92604000,138629,13798000,31076,1.41359953309434,4.25808628432798,4,-4612,1
"29001","Adair","Missouri",15771,NA,NA,NA,NA,147,NA,4034,NA,13922,171,899,391,NA,NA,NA,454,1.21983417165627,822,273155,332,35789000,43539,3054000,7359,944,279855,296,33413000,35395,3309000,7011,1.04845987819916,3.86681880292605,-122,-6700,1
"29003","Andrew","Missouri",44557,NA,NA,250,NA,109,NA,1186,8,10266,968,4,91,111,NA,6,124,0.728787243368314,826,198588,240,57680000,69830,3587000,6499,988,238559,241,54757000,55422,3938000,5903,1.25677837466785,3.81284653696707,-162,-39971,1
"29005","Atchison","Missouri",145591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,24340,0.412007686292644,395,263088,666,169951000,430255,3963000,11900,501,304035,607,105075000,209731,4051000,10052,1.1779230328864,4.07554696139253,-106,-40947,1
"29007","Audrain","Missouri",88259,NA,NA,222,NA,282,NA,791,88,32807,2344,25773,276,224,NA,NA,128,1.09221873560938,1015,436483,430,151194000,148960,5605000,8366,1102,424880,386,136611000,123967,6482000,9053,1.10860828332232,3.92251786024461,-87,11603,1
"29009","Barry","Missouri",2755,NA,NA,NA,NA,757,NA,2218,309302,34774,6493,6,195,NA,NA,17,1305,0.532494588830516,1427,268132,188,357822000,250751,876000,4711,1606,289626,180,331990000,206718,730000,4146,0.514155458563047,3.67311310423823,-179,-21494,9
"29011","Barton","Missouri",68635,NA,NA,1429,NA,NA,NA,2837,3315,19480,747,23080,NA,158,NA,NA,458,1.23352491867699,940,332209,353,120139000,127807,4742000,8453,1046,349319,334,90711000,86721,5352000,7894,1.15455015573091,3.92701086897565,-106,-17110,1
"29013","Bates","Missouri",59723,NA,NA,NA,NA,462,NA,2728,33,33023,NA,NA,121,158,NA,21,7874,1.0197211538898,1169,448135,383,104143000,89088,4369000,6501,1345,473781,352,88045000,65461,3804000,5373,0.988973180436632,3.81298016603948,-176,-25646,1
